settlement_id,payment_id,merchant_reference,customer_id,gross_amount,fee,tax,net_amount,settlement_date,settlement_status
SET_0d67d38e-990f-4c5b-adcc-3daf569f3ab3,pay_27cb6f2a-8da0-4097-be0f-051b1b66b5a9,ORD00139,CUST0226,20673.49,413.47,74.42,20035.6,2026-03-14 15:45:45,settled
SET_55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,pay_35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,ORD00140,CUST0189,46231.92,924.64,166.44,45140.84,2026-06-12 21:26:41,settled
SET_8ed6ad5e-1831-4aa3-9466-9d1910df9974,pay_afffcfd2-341e-440b-97c7-00aab7b56ea7,ORD-00141,CUST0206,33528.37,670.57,120.7,32737.1,2026-04-09 09:05:10,settled
SET_4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,pay_81627cf1-4394-42e6-9a58-7e8aa25d6b29,ORD00142,CUST0069,8043.97,160.88,28.96,7854.13,2026-02-21 23:31:27,settled
SET_f6e39356-a814-4562-9a00-3f16b9469bcf,pay_e87d1c78-e7c4-41c7-8049-7b717d106c60,ORD00143,CUST0098,43621.12,872.42,157.04,42591.66,2026-07-05 19:08:56,settled
SET_267eddce-df8f-4197-9a4a-99b2e806133c,pay_a2607723-17a0-4f49-8d01-280fd89a40c0,ORD00144,CUST0057,10058.68,201.17,36.21,9671.3,2026-06-29 18:20:13,settled
SET_a9e27ba9-952e-4abb-94dd-5061555736f8,pay_8dedf9fb-4bb0-4f20-b27c-40266703b636,ORD00145,CUST0090,15329.02,306.58,55.18,14967.26,2026-04-02 09:20:37,settled
SET_4f6b58c8-598d-4aec-aaaf-e5432434a678,pay_217d65a0-c568-41cd-9563-f61600e85ece,ORD00146,CUST0058,1280.86,25.62,4.61,1250.63,2026-03-18 00:06:00,settled
SET_a981b098-b2cf-452d-a7f3-33b3f7baf55e,pay_295d6fbf-430f-401d-bad4-09e2a319dcb4,ORD00147,CUST0103,16480.27,329.61,59.33,16091.33,2026-01-30 23:02:53,settled
SET_b576255e-9854-4f22-a102-f9c964575bc4,pay_b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,ORD00148,CUST0248,38689.0,773.78,139.28,37775.94,2026-05-18 08:55:08,settled
SET_8f158449-4f40-422f-95b0-2530f020e992,pay_1ca3c448-0279-46a6-8f97-97b06d7ce3c9,ORD 00149,CUST0165,25519.34,510.39,91.87,24917.08,2026-07-31 05:53:34,settled
SET_54170a17-caaa-4bbe-a4bb-f962606e0e1c,pay_b0e6a969-e213-42b0-b1ee-dba313432e61,ORD00150,CUST0085,46967.93,939.36,169.08,45859.49,2026-02-16 19:03:46,settled
SET_b3ecb951-ab8c-4f97-a0b7-1785d02ce0c1,pay_093923de-8bab-4e3b-a628-6bfbe767dcea,ORD00151,CUST0225,48522.99,970.46,174.68,47377.85,2026-03-14 08:22:21,settled
SET_ff4625af-bd20-463b-b275-b5f3d436a7a8,pay_8d7248e2-951f-48d0-9e84-f058d5a804eb,ORD00152,CUST0149,48130.46,962.61,173.27,46994.58,2026-04-16 02:19:33,settled
SET_17ec889c-86c1-46cb-a996-30f7af77520e,pay_0ab54bde-20a0-4502-ae06-809725e97977,ORD00153,CUST0010,5509.29,110.19,19.83,5379.27,2026-06-21 18:25:40,settled
SET_822c4d32-6c64-4c15-aba3-01cba561e1e9,pay_eededb07-e623-4689-9d59-cd2a4eea04e7,ord00154,CUST0089,36454.4,729.09,131.24,35594.07,2026-05-04 19:41:04,settled
SET_4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,pay_0a368ce7-dc57-4131-b8e1-daa7cbceabde,MER-ORD00155,CUST0112,30349.82,607.0,109.26,29633.56,2026-07-20 14:48:30,settled
SET_577bc55a-36d5-4494-b37f-d50d2e25b5ee,pay_ae9bec36-35c7-436c-9b99-62c6e61fecc0-SET,ORD00156,CUST0030,19321.25,386.43,69.56,18865.26,2026-08-13 22:11:24,settled
SET_31274148-7c7c-404e-8422-d03ef29a6339,pay_5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,ORD00157,CUST0049,12810.65,256.21,46.12,12508.32,2026-06-21 08:21:02,settled
SET_27aa7cbc-2337-4bbc-bffe-77c839feb99c,,ORD00158,CUST0001,26044.03,520.88,93.76,25429.39,2026-08-01 02:44:10,settled
SET_c9c23e69-d82c-4565-8bb9-07ec13c11754,pay_bfddc3d9-9ee3-4c2a-b94d-62046808593f,ORD00159,CUST0176,35999.56,719.99,129.6,35149.97,2026-03-20 12:30:01,settled
SET_8a2e6a93-c558-4bb2-81f7-f3fb19e45c6a,pay_3c9ad14c-ee0c-4eb5-acfe-db992790cebd,ORD00160,CUST0094,21621.74,432.43,77.84,21111.47,2026-05-12 05:41:14,settled
SET_86cac6f4-e238-4e93-bd17-c5e8d5ca69ab,pay_bf3c4c06-4343-48bc-89fa-6a688fb5d27b,ORD00161,CUST0160,15764.39,315.29,56.75,15392.35,2026-02-20 09:35:31,settled
SET_e05b46c5-5636-4094-a974-31db09a9d1c1,pay_698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,ORD00162,CUST0185,45012.34,900.25,162.04,43950.05,2026-07-19 22:43:27,settled
SET_98e52499-218c-4e1c-9e37-4f7ac42cbc39,pay_ecab3301-bc8f-4d29-adea-94930658663a,ORD00163,CUST0080,33377.96,667.56,120.16,32590.24,2026-05-10 16:14:42,settled
SET_2e4bebc4-2989-4880-a77d-1be96070b6a1,settle-pay_696608aa-ee49-4329-884a-7b28550a1b46,ORD 00164,CUST0104,34890.7,697.81,125.61,34067.28,2026-08-07 07:29:55,settled
SET_9feefdff-c566-4a81-b15e-54f6d4d30795,,MER-ORD00165,CUST0033,9672.82,193.46,34.82,9444.54,2026-05-31 05:53:24,settled
SET_b89f72f3-2a60-4652-a714-7668cf1d7d3a,pay_28c13091-444d-410b-bf87-e362cf8d446a,ORD00166,CUST0174,37431.91,748.64,134.76,36548.51,2026-03-19 14:03:08,settled
SET_f836f571-3cce-476c-b836-c448ad261ec5,pay_787f2425-dbcc-4477-89e9-db0adf465290,ORD00168,CUST0141,41702.89,834.06,150.13,40718.7,2026-05-02 00:19:11,settled
SET_c09cb506-48f1-496d-9c4f-fb4671b701aa,pay_eb1fa9f2-d10b-41d0-b317-347038f16a81,ORD00169,CUST0074,10588.12,211.76,38.12,10338.24,2026-08-16 05:50:59,settled
SET_3be79df4-72ec-416e-88a7-23e9bfa016c2,pay_d20eac17-4e20-4d1a-9983-36e375d66ed4,ORD00170,CUST0156,32769.81,655.4,117.97,31846.44,2026-07-01 14:00:14,settled
SET_f7315749-4f39-49a8-bd3a-258288b4f474,settle-pay_39118497-3a43-42ba-9f0f-06cbcb9bc326,ORD00171,CUST0114,22163.77,443.28,79.79,21640.7,2026-03-25 23:50:29,settled
SET_e76adca9-7811-4802-88cc-7cfecf01f944,pay_6601ddd0-3170-4437-a8f7-ef5a060edf5b,ORD00172,CUST0131,23711.99,474.24,85.36,23152.39,2026-03-09 21:38:18,settled
SET_ada58417-5e2a-432d-b1ab-0b56d5c9fdc7,pay_11c58ef0-dd46-4c09-8752-87aa5408f9ac,ORD00173,CUST0169,4331.3,86.63,15.59,4229.08,2026-07-23 04:21:39,settled
SET_70cafdd8-fc04-4f08-9207-0158f2771f63,pay_59e4b671-4774-4c58-85f8-bc16f7860b50,ORD00174,CUST0170,31683.75,633.68,114.06,30936.01,2026-05-13 04:10:51,settled
SET_c7332304-4822-4120-84f9-eccd7630a8a7,pay_adf4e62d-6651-429e-8268-690ba43825b5,ORD00175,CUST0024,40939.33,818.79,147.38,39973.16,2026-04-03 05:08:02,settled
SET_331f63fb-d11f-48c0-a97c-a4fff75d599f,pay_e08596db-1d87-4966-8710-d430f071d879,ORD00177,CUST0038,1318.83,26.38,4.75,1287.7,2026-04-08 02:05:52,settled
SET_df7d0dd7-236e-4608-9acb-394acd1f5318,pay_94a1875d-2db6-4edb-82de-ffccf86c2ca2,ORD00178,CUST0122,30602.57,612.05,110.17,29880.35,2026-02-01 06:48:29,settled
SET_7b07fd31-a424-4f23-8d5b-a7cd400035f0,pay_09cb3942-43f5-4a85-bbc9-f87af668a617,ORD00179,CUST0117,20780.61,415.61,74.81,20290.19,2026-08-13 13:38:30,settled
SET_ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,pay_587ef344-6f3f-420c-98b8-e4cc1bc044fc,ORD00180,CUST0050,35945.46,718.91,129.4,35097.15,2026-06-02 02:56:19,settled
SET_8412a335-d88c-456d-b61e-5fdb1a435206,pay_6fb78271-504d-481f-8953-5b63ba81edd9,ORD00181,CUST0127,20042.68,400.85,72.15,19569.68,2026-03-09 07:27:52,settled
SET_1578d709-48f9-43d0-9fea-e1e0d9e604b3,pay_1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,ORD00182,CUST0168,34412.36,688.25,123.88,33600.23,2026-02-13 09:27:56,settled
SET_73069588-45d5-468d-a90a-3abbc35b9fea,pay_30a900ad-939b-462d-a645-f129629c2ae3,ORD00183,CUST0200,21314.8,426.3,76.73,20811.77,2026-03-12 07:22:57,settled
SET_d4bf7a4b-25b8-442f-836b-15c7e7c225da,pay_b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,ORD00184,CUST0206,47902.51,958.05,172.45,46772.01,2026-07-23 03:42:58,settled
SET_e916da57-f248-43ab-977a-8a5f6ffe33b3,settle-pay_ce777f00-ecf2-4e76-8519-7ff4006ed6e3,ORD00185,CUST0119,2605.9,52.12,9.38,2544.4,2026-04-09 18:41:46,settled
SET_e27718c5-737d-4fb6-9113-76e038d77b9a,pay_f0b5156b-b82c-4074-afd5-dea589d7fd6c,ORD00186,CUST0235,42431.98,848.64,152.76,41430.58,2026-06-30 06:31:57,settled
SET_6a36af18-06d3-4b93-ae33-688d597e6845,pay_3270e4fa-abae-4f43-bcae-8081bdf070aa,ORD00187,CUST0035,40090.69,801.81,144.33,39144.55,2026-07-29 06:30:28,settled
SET_5fbbf0b1-8083-49c8-a57e-01c90da23e5c,pay_f2e9702d-11e9-4daa-ae69-81a35d3d9e56,ORD00188,CUST0144,29813.07,596.26,107.33,29109.48,2026-06-23 21:04:59,settled
SET_14e4180c-fe99-46a3-a2db-c8503c5bf3a7,pay_9f871ce7-5487-4d4f-abb7-a385aa0b7b14,ORD00189,CUST0157,40768.82,815.38,146.77,39806.67,2026-07-18 00:52:24,settled
SET_519554e3-0737-4c86-b97b-5f515ffa46ef,settle-pay_1fe771d6-d917-4793-a9d3-c2e6505cc686,ORD00190,CUST0110,41545.4,830.91,149.56,40564.93,2026-08-02 18:32:12,settled
SET_b6f6dbf1-d6d4-41cc-995d-82f8ee4a9b5d,pay_81d2c7de-4ce1-4b90-a669-7833b841d0a0,ORD00191,CUST0115,44870.68,897.41,161.53,43811.74,2026-07-07 08:17:11,settled
SET_25637cc3-ca97-4bf5-95d5-96afa663d2cd,pay_5380b904-688c-4015-aab9-7e494f2d4796,ORD00192,CUST0116,13033.66,260.67,46.92,12726.07,2026-04-10 00:26:28,settled
SET_eada79a3-4970-4d9a-89ce-3cfb2339ba19,pay_8dedf9fb-4bb0-4f20-b27c-40266703b636,ORD00193,CUST0216,31919.31,638.39,114.91,31166.01,2026-07-25 10:51:59,settled
SET_d4c3a832-b231-460b-b8f2-ce6bd46b415d,pay_aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,ORD00194,CUST0125,31374.75,627.5,112.95,30634.3,2026-04-19 15:26:01,settled
SET_781799ff-b49e-44cc-8243-69e72387eaf6,,ORD00195,CUST0113,3966.42,79.33,14.28,3872.81,2026-04-23 23:10:45,settled
SET_e7e646c7-0158-4463-9d87-76a072d78bdd,pay_91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,ORD00196,CUST0061,13658.58,273.17,49.17,13336.24,2026-05-07 03:54:32,settled
SET_3735262d-4184-4b03-84dd-7054144823f7,pay_d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,ORD00197,CUST0229,27053.6,541.07,97.39,26415.14,2026-02-24 17:44:23,settled
SET_f0b2a5d1-8c7e-4f42-a646-eaf9d5c0244d,pay_35ce8841-4973-4d6c-8dca-bfb7001a9a8b,ORD00198,CUST0039,11639.95,232.8,41.9,11365.25,2026-03-03 08:14:53,settled
SET_6c5a6c93-871c-4884-9bdf-90f2ba2c0f19,pay_9b4e2c24-9479-41e6-8927-7d9b6e0d2648,ORD00199,CUST0181,10776.25,215.53,38.8,10521.92,2026-06-12 02:50:56,settled
SET_3cd5fd7f-49c1-4669-86b3-3fe61c76bdf6,pay_7118e364-7709-4749-927e-ecfaa79ac9aa,ORD00200,CUST0105,16610.98,332.22,59.8,16218.96,2026-07-02 22:43:45,settled
SET_3d0a5f0c-0c39-4ec7-9f31-74054d183eba,pay_82dc4c8e-36b5-429a-acf5-e81e71316269,ORD00201,CUST0107,3207.06,64.14,11.55,3131.37,2026-06-16 04:01:17,settled
SET_9f708368-cb3c-48ca-a392-57316b79afcc,pay_f5b78cc7-e6b3-4944-8b32-3e357922bac2,ORD00202,CUST0100,45251.44,905.03,162.91,44183.5,2026-08-16 20:00:52,settled
SET_d6312a80-1c61-4ec2-9014-2131750565f5,pay_a8aa7158-2b70-4525-bc67-f831cbc84759,ORD00203,CUST0243,34806.6,696.13,125.3,33985.17,2026-08-14 13:49:22,settled
SET_893ad232-98c3-43ca-bff4-cec6e7b7b4c6,pay_a9f25336-83f4-49a9-88a6-39d015b52908-SET,ORD00204,CUST0098,23901.29,478.03,86.05,23337.21,2026-05-19 14:37:46,settled
SET_93364f7e-83ef-49f3-a1c7-cc8a04351b64,pay_17e8392a-55ce-45db-9e87-e04ca2086977,ORD00205,CUST0077,37698.41,753.97,135.71,36808.73,2026-06-15 17:33:41,settled
SET_4a90cd0c-24c1-43b9-b7f2-85723defa849,pay_3c20592f-c04a-46c4-b3b6-3fe1d1843324,ORD00206,CUST0138,37401.03,748.02,134.64,36518.37,2026-08-03 02:19:19,settled
SET_5a5226e6-9d64-4932-8066-853d6de299a1,pay_ce7ae7f6-3982-4cff-8f77-a665ac3c5640,ORD00207,CUST0205,30202.3,604.05,108.73,29489.52,2026-03-30 15:34:10,settled
SET_2ff3cde4-6aa4-4c9f-9217-04753d959e3f,pay_0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,ORD00208,CUST0125,11049.14,220.98,39.78,10788.38,2026-06-21 06:17:08,settled
SET_8603156a-15ea-4bcf-ab10-21ceaa143cd8,pay_9c7c7377-79a2-4903-bbe3-3b243eae0032,ORD00209,CUST0125,1548.34,30.97,5.57,1511.8,2026-05-12 12:57:15,settled
SET_f4124360-1153-4e99-9c50-8720f982f4e0,pay_74962764-12a4-4ef0-84bb-b7a9d98868dd,ORD00210,CUST0172,33989.18,679.78,122.36,33187.04,2026-06-08 00:30:16,settled
SET_0534a101-8ddc-4719-81f3-8dd4fd034ada,settle-pay_624c69b6-b244-45a7-b7e5-848131c681ec,MER-ORD00212,CUST0236,6468.63,129.37,23.29,6315.97,2026-09-01 15:51:18,settled
SET_0b251279-785a-45d0-9f92-a62163f4c69d,pay_25c73c44-3e75-43b4-a64f-a6637e8f8095,ORD00213,CUST0137,1445.63,28.91,5.2,1411.52,2026-06-06 00:32:05,settled
SET_5b6a8102-0428-4378-bf50-23f440ef3935,pay_e2add909-c521-4f2d-9c45-d539c03f3538,ORD00215,CUST0022,32173.21,643.46,115.82,31413.93,2026-02-24 16:48:39,settled
SET_3dba6da8-5844-49fc-914b-9547c9dc72b8,pay_3805f907-6cd6-4193-8746-8f591b494e15,ORD00216,CUST0222,23138.75,462.78,83.3,22592.67,2026-01-21 12:41:12,settled
SET_1a89b71e-a0d5-42c8-a837-fe68bba205ca,pay_b227462c-f53d-4330-8dda-24ba2d06e8cf,ORD00217,CUST0067,19017.28,380.35,68.46,18568.47,2026-03-25 04:49:00,settled
SET_5a304528-0b59-4562-a227-219f551ff086,pay_1f115b76-d92c-4227-aadf-50853fcb7546,ORD00219,CUST0072,37625.29,752.51,135.45,36737.33,2026-06-23 17:16:08,settled
SET_a48e40f1-d042-4dfa-96ab-087a8bc78e81,pay_76f2dbfe-cd29-436f-a222-82e174daaebf,ORD00220,CUST0065,41762.05,835.24,150.34,40776.47,2026-07-05 15:34:38,settled
SET_af475b49-c775-4395-9494-05f02cd2a404,pay_8f15ba58-fce6-4504-87f8-424daae65fc1,ORD00221,CUST0005,37476.31,749.53,134.92,36591.86,2026-01-22 05:28:22,settled
SET_7a8104de-b205-47bb-bb16-f75776f186ab,pay_c1581092-f335-4ba3-913a-7052986f9025,ORD00222,CUST0244,17563.02,351.26,63.23,17148.53,2026-01-28 15:34:10,settled
SET_2285b2ef-cfbe-4fe9-aea9-c542a1b970d0,pay_d0a44432-9cd6-4852-b14c-7df4e4347d51,ORD00223,CUST0200,47868.55,957.37,172.33,46588.85,2026-01-17 15:13:58,settled
SET_f1901b7e-c6b4-49ef-b74e-ba9310275b53,pay_6d3ee1dc-8139-4443-a45b-712eb8225688,ORD00224,CUST0194,1648.4,32.97,5.93,1609.5,2026-04-10 00:50:50,settled
SET_339b77a8-4b1f-4d7b-8977-c513752a7d25,pay_722764e6-8c41-461b-a827-a1b9d4a02e53,ORD00225,CUST0052,41977.52,839.55,151.12,40986.85,2026-09-02 07:16:05,settled
SET_e2c328aa-3310-4475-8a86-22250b36e356,pay_dc8aee30-be60-43f7-a8be-9288e5af6e39,ORD00226,CUST0040,12003.39,240.07,43.21,11720.11,2026-07-04 21:54:32,settled
SET_4f612217-eef1-4694-90ca-e32d0aba590e,pay_c074718e-425a-409f-b337-c59979844388,ORD00227,CUST0172,5808.03,116.16,20.91,5670.96,2026-03-29 15:34:36,settled
SET_d0be73ee-fd37-4539-a5f2-02f983f02dc7,pay_46fde062-a33d-47af-9701-410d3f4b1a70,ORD00228,CUST0120,35003.3,700.07,126.01,34177.22,2026-05-25 06:21:08,settled
SET_095ffa81-40d9-4bce-b930-ba208b040f49,pay_7c0e8cd8-8573-4793-8715-b2b9c40c5d91,ORD00229,CUST0043,30334.05,606.68,109.2,29618.17,2026-02-15 11:31:25,settled
SET_493e904d-30ec-4796-a59b-457fc0d7ac73,pay_709b7d97-464c-44af-bd3f-3799a07295e9,ORD00230,CUST0200,40983.13,819.66,147.54,40015.93,2026-05-11 19:05:34,settled
SET_0c3ce284-c7e5-4bbb-9cb5-1c535b62a8df,pay_3c07c574-4925-4af1-b6aa-e05b13d5f2f7,ORD00231,CUST0028,28976.37,579.53,104.32,28292.52,2026-05-04 03:39:08,settled
SET_45f18619-54f9-4429-a7de-02ccdda4f4a7,pay_e49d681d-51d8-4c64-95fa-1ab8458f1f19,ORD00232,CUST0148,33899.63,677.99,122.04,33099.6,2026-05-28 18:06:51,settled
SET_6fdc0bad-5e36-4127-8ca1-b45c1fdd980a,pay_269cd696-236c-4b87-94a0-bccb8a476a87,ORD00233,CUST0102,47079.38,941.59,169.49,45968.3,2026-03-29 00:34:03,settled
SET_7092947d-be49-49ec-a667-d3bbe3b56360,pay_271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,ORD00234,CUST0020,29645.68,592.91,106.72,28946.05,2026-04-07 07:31:13,settled
SET_56cb1ab0-62fb-46d7-b4db-ca07e506f670,pay_6a34c854-1071-4d51-b6c5-9dacb4d7e28e,ORD00235,CUST0027,34889.93,697.8,125.6,34066.53,2026-04-29 02:57:15,settled
SET_b12b6680-7f07-4cb9-afd3-40c0f945f2fd,pay_7746d0ba-8ae8-405b-94b4-a48268586eba,ORD00236,CUST0218,34244.53,684.89,123.28,33436.36,2026-02-20 00:18:53,settled
SET_cc1b4157-ec9f-4c54-9e0a-72ab7f5db163,pay_d5385b0e-34f3-493c-8ff0-a55c6a702e2f,ORD00237,CUST0204,49193.83,983.88,177.1,48032.85,2026-01-17 22:47:31,settled
SET_15260718-cd18-4a82-8447-ceab84ef4324,pay_c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,ORD00238,CUST0089,26683.99,533.68,96.06,26054.25,2026-05-25 21:58:15,settled
SET_6e3c4532-1434-4f62-acac-028cba220065,pay_c342bd2b-f295-456e-9967-5f06bd767e35,ORD00239,CUST0018,25347.44,506.95,91.25,24749.24,2026-05-16 12:30:18,settled
SET_2e326567-d284-454e-bebe-c0db9a3a6103,pay_9360715f-c3fe-4183-a172-b725db52ca58,ORD00240,CUST0004,42493.82,849.88,152.98,41490.96,2026-07-11 09:00:39,settled
SET_1a43db54-523a-4993-8b34-46bc8ba435cc,pay_f1578470-0182-47c4-ba1b-58066160a6b4-SET,ORD00241,CUST0028,21732.82,434.66,78.24,21219.92,2026-05-23 15:50:13,settled
SET_4baf0f5e-a932-4094-93f2-8f11147f6570,pay_63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,ORD00242,CUST0163,44589.59,891.79,160.52,43537.28,2026-07-01 13:04:52,settled
SET_b7b8c1a5-9a45-493d-b227-890e4e76833a,pay_d5f25073-f414-42b1-a442-9ebbda7b9095,ORD00243,CUST0182,7734.26,154.69,27.84,7551.73,2026-03-12 09:42:55,settled
SET_71a3fad2-b094-4d2a-aaa9-3b436d15f16f,pay_bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,ORD00244,CUST0188,26135.16,522.7,94.09,25368.37,2026-04-17 21:21:01,settled
SET_ba108217-0ad7-49a2-b277-16ec59fefbbc,pay_e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,ORD00245,CUST0158,40429.14,808.58,145.54,39475.02,2026-08-01 00:08:06,settled
SET_9d66e815-5a41-43b3-a95f-176cdebac186,pay_23e2fcb4-72d8-467d-894a-05e430b187ef,ORD00246,CUST0199,24226.53,484.53,87.22,23654.78,2026-06-20 03:50:54,settled
SET_a3b442bd-4649-4296-af58-42c3ff86cc31,pay_638c254c-076e-4bba-bc53-08bf6f92f25e,ORD00247,CUST0212,36578.21,731.56,131.68,35714.97,2026-04-17 05:37:39,settled
SET_0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,pay_cc530e36-addc-4e13-ab3b-4d37560c95ee,ORD00248,CUST0083,42600.49,852.01,153.36,41595.12,2026-02-05 15:45:24,settled
SET_67fd64c4-a334-458a-abd2-b5121335e5db,pay_d72b6108-2a40-4f12-b963-f37f67814c1f,ORD00249,CUST0072,44093.4,881.87,158.74,43052.79,2026-04-07 16:58:19,settled
SET_bff9507d-cd14-403e-8359-9af65d01f55f,pay_fb10987f-20ac-4703-ab67-146a77a6e17c,ORD00250,CUST0193,23288.95,465.78,83.84,22739.33,2026-08-29 00:42:13,settled
SET_07f8d4f0-f3ea-4184-a8f4-e3ceadedda80,pay_e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,ORD00251,CUST0172,19011.57,380.23,68.44,18562.9,2026-01-13 03:30:12,settled
SET_ad973b67-9b89-45cb-9942-644c248d31ec,pay_a9ba5a27-907b-4e36-9786-48f864de82e6,ORD00252,CUST0127,42562.55,851.25,153.22,41558.08,2026-03-13 14:52:13,settled
SET_20509c62-08e8-45d7-b02c-1821c8040fb7,pay_6db99102-a48b-4dbe-957d-94a106f028ff,ORD00253,CUST0125,10684.78,213.7,38.47,10432.61,2026-04-14 08:01:08,settled
SET_a52964ff-c74c-4890-bc6a-3174113634a5,pay_2e85cb21-7631-4e9d-9de9-f86322bd3388,ORD00254,CUST0088,14054.96,281.1,50.6,13723.26,2026-08-23 12:34:02,settled
SET_f31046dc-6202-4ee6-9cb5-e69c5dc7b3e6,pay_53cd6268-610c-4373-8299-9aa40cdf742b-SET,ORD00255,CUST0180,44017.36,880.35,158.46,42978.55,2026-08-05 20:20:52,settled
SET_2747b93c-9ae7-4eab-884a-67809136f1f8,pay_56666f9f-53ac-4ab9-b467-2cd9362f5e5c,ORD00256,CUST0003,25879.7,517.59,93.17,25118.94,2026-03-19 04:46:29,settled
SET_5ef787b8-f2e6-495f-b32e-2016add702c9,pay_473bd358-610e-4a64-a130-1617c2dff335,ORD00257,CUST0022,12143.67,242.87,43.72,11857.08,2026-06-10 20:11:04,settled
SET_13aec376-c359-410a-b1a6-014c5f3c44dc,pay_6bebac31-d4f8-4d72-b382-1cfdc083b73a,MER-ORD00258,CUST0126,27803.29,556.07,100.09,27147.13,2026-04-07 07:58:53,settled
SET_5df06e8c-878a-4ed9-a33f-fc8292ec89af,pay_78660765-14f7-4e8d-95bc-b8d04094dded,ORD00259,CUST0177,23857.05,477.14,85.89,23294.02,2026-07-11 14:47:11,settled
SET_4758367b-a649-4cdc-907b-907265e58f34,pay_0d557b61-8a17-4dfe-bfc0-0dc804f64d86,ORD00260,CUST0115,39667.35,793.35,142.8,38731.2,2026-02-07 03:19:12,settled
SET_06a241af-1d0a-47f7-b5e4-a4713fe68c9c,pay_39669fa7-5997-4043-b3b1-025bfff9f585,ORD00261,CUST0076,11157.66,223.15,40.17,10894.34,2026-04-07 11:46:06,settled
SET_848af440-7fc1-4858-afa0-d842bc55300b,pay_f510ab53-c7fe-439f-9190-f938a66fd7f7,ORD00262,CUST0079,33231.61,664.63,119.63,32447.35,2026-05-25 07:31:11,settled
SET_1e2595b8-8fc9-486b-a9dd-ebf563119aca,,ORD00263,CUST0122,27718.3,554.37,99.79,27064.14,2026-05-15 12:03:04,settled
SET_b43bd27f-42a2-49a6-8664-12854303cbc1,pay_d6d7b3b8-3309-4d35-bf4d-f561f319c125,ORD00264,CUST0109,49831.91,996.64,179.4,48655.87,2026-08-04 17:59:32,settled
SET_9ca3fbb3-ff11-48ba-b6ee-1640723ef466,pay_3d114802-2702-478b-9f0f-da8d05379ff6,ORD00265,CUST0085,17655.35,353.11,63.56,17238.68,2026-06-28 05:12:44,settled
SET_ffa623d0-ea9e-4c8d-b1a8-b71f491b90e9,pay_1d48a071-ab61-47b1-b93b-4c3220500494,ORD00266,CUST0070,15400.49,308.01,55.44,15037.04,2026-04-01 12:46:13,settled
SET_22bf18f5-1f65-4a87-b33e-e3447dbf4bc1,pay_770c7798-37cc-463b-b2a0-345990604f62,ord00267,CUST0031,36092.09,721.84,129.93,35240.32,2026-05-06 13:07:12,settled
SET_2c33350c-73b9-41d8-92f5-131ada52d2ee,pay_5e6fea07-c453-4f1d-8199-2fdfb31022f0,ORD00268,CUST0031,37169.77,743.4,133.81,36292.56,2026-03-15 21:43:17,settled
SET_ff4c96d6-71f2-4e8f-b69f-68c3e60fd420,pay_f6b751f7-9b74-4245-9b1b-c8952af43ab7,ORD00269,CUST0050,10897.59,217.95,39.23,10640.41,2026-07-09 01:03:28,settled
SET_f7b217c7-ae92-4a71-8f7d-cb431679742f,pay_c71d5e60-1d52-46ab-b7e6-427cbf780e3f,ORD00270,CUST0071,36256.79,725.14,130.53,35401.12,2026-07-24 17:58:12,settled
SET_aaf78c67-51d0-4109-bc90-2838d8741408,pay_4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,ORD00271,CUST0153,14221.64,284.43,51.2,13736.01,2026-02-11 00:58:16,settled
SET_8ccc9cea-109f-48ee-b5a4-720058f0dd23,pay_edcb8cb6-0692-4c63-9424-aed51bac5c15,ORD00272,CUST0214,9786.47,195.73,35.23,9555.51,2026-04-02 08:17:48,settled
SET_4cc9f5f2-e42e-4037-8a55-2ea08acbbe09,pay_e87466d7-ad66-41bd-9367-6a024fdc6e1b,ORD00273,CUST0093,9054.13,181.08,32.59,8840.46,2026-01-16 11:52:20,settled
SET_b5a5f8e6-b639-4f04-a852-4385d9f2dd0d,pay_47378190-96da-4dac-b2ff-5d2a386ecbe0,ORD00274,CUST0182,26753.34,535.07,96.31,26121.96,2026-04-18 12:46:00,settled
SET_2c913a7c-a340-4f08-b341-91b8ed6522b4,pay_9793b9b4-1374-4146-b2c5-bd89b70b3420,ORD00275,CUST0012,48717.32,974.35,175.38,47567.59,2026-08-05 21:40:45,settled
