payment_id,order_id,settlement_id,status,exception_type,payment_amount,settlement_amount,difference_amount,confidence,explanation
pay_90b2b633-956b-4c0c-a849-9b926b5252e3,ORD00121,SET_12fe28bf-81e0-4489-9a18-e2a30e614bcd,MATCHED,none,35908.85,35908.85,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_42c18a62-ef48-48d5-90fd-9d3f85d51695,ORD00122,SET_09a0a0f6-73b0-4091-b634-c1694f76e388,MATCHED,none,31748.47,31748.47,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_506e5a9a-b758-488d-ab73-295b344a54b8,ORD00123,,EXCEPTION,missing_settlement,24477.74,,,1.0,No settlement record was found for this payment.
pay_21813d25-6552-48a6-83ff-50113d1a85dd,ORD00124,SET_fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,MATCHED,none,31750.79,31750.79,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_750cab75-4ccc-4bc2-a53f-8a28abf3e3fc,ORD00125,,EXCEPTION,missing_settlement,276.93,,,1.0,No settlement record was found for this payment.
pay_ef8c485b-c07a-40f2-add4-253b50f0fd0a,ORD00126,SET_949077c2-7674-456f-a26d-719d81cf3252,MATCHED,none,48991.92,48991.92,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_9f044aed-7552-4327-8262-7f7312922f83,ORD00127,SET_bd29ede9-cab4-423b-b448-83858de7ad6c,MATCHED,none,22147.59,22147.59,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_19985f15-ff00-4d4d-9020-59e4ff9ab5c2,ORD00128,SET_e8b77f7b-7321-4f6b-8a80-76ece5582e16,MATCHED,none,582.52,582.52,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_8181a8cc-3691-47eb-89a2-688b12c136e0,ORD00129,SET_30307633-a6de-41d8-9258-17b7cf501889,MATCHED,none,44167.01,44167.01,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_5958a499-eeea-463e-a1e8-ac6843e42caf,ORD00130,SET_80599b93-79c2-42e4-9ae1-a991524f93ff,MATCHED,none,1897.8,1897.8,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_3e896c64-e117-4ac3-919c-4ea3e1805081,ORD00131,SET_73557b9d-0fd6-447e-b52d-4af2269ed4c9,MATCHED,none,27671.0,27671.0,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_702cdd20-2862-48b8-88f4-ef125e9953d2,ORD00132,SET_d65e59dd-e62d-4d06-8f9b-85581a7f195b,MATCHED,none,2187.26,2187.26,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_4d71c366-b41b-4143-8b10-550cd5704f32,ORD00133,SET_15969802-b6dd-4257-bb7d-9f1c57eb89b1,MATCHED,none,46661.09,46661.09,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_ce9e1a11-fcbb-4e59-bbdd-cf7c9c96e9ec,ORD00134,,EXCEPTION,missing_settlement,17954.68,,,1.0,No settlement record was found for this payment.
pay_aaf91531-0200-41f0-8768-a84fa76afde6,ORD00135,,EXCEPTION,missing_settlement,5229.4,,,1.0,No settlement record was found for this payment.
pay_ee87905e-4ca4-45ea-8dfa-6a56d12dbc9a,ORD00136,SET_9c1c3517-85d2-40a6-8629-5b5d707df251,MATCHED,none,43748.16,43748.16,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,ORD00137,"SET_eafde7d9-5f73-4a3e-9d28-6aa428a39779, SET_DUP_582b91ee-f8e8-435b-8c00-988a7ee1011a",EXCEPTION,duplicate_settlement,7812.21,,,1.0,"Multiple settlements found: SET_eafde7d9-5f73-4a3e-9d28-6aa428a39779, SET_DUP_582b91ee-f8e8-435b-8c00-988a7ee1011a"
pay_e3c43657-1d8c-4bac-83b4-09ef2260e70f,ORD00138,SET_c6435300-68a5-4c68-a32d-bb5e486bb6bf,MATCHED,none,8208.84,8208.84,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_27cb6f2a-8da0-4097-be0f-051b1b66b5a9,ORD00139,SET_0d67d38e-990f-4c5b-adcc-3daf569f3ab3,MATCHED,none,20673.49,20673.49,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,ORD00140,SET_55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,MATCHED,none,46231.92,46231.92,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_afffcfd2-341e-440b-97c7-00aab7b56ea7,ORD00141,SET_8ed6ad5e-1831-4aa3-9466-9d1910df9974,MATCHED,none,33528.37,33528.37,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_81627cf1-4394-42e6-9a58-7e8aa25d6b29,ORD00142,SET_4082cbb9-48bd-4b3e-a2f5-df2badaa44ca,EXCEPTION,settlement_delay,8043.97,8043.97,0.0,1.0,Settlement occurred 10 days after payment.
pay_e87d1c78-e7c4-41c7-8049-7b717d106c60,ORD00143,SET_f6e39356-a814-4562-9a00-3f16b9469bcf,MATCHED,none,43621.12,43621.12,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_a2607723-17a0-4f49-8d01-280fd89a40c0,ORD00144,SET_267eddce-df8f-4197-9a4a-99b2e806133c,MATCHED,none,10058.68,10058.68,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_0b49452d-46d4-43f3-9450-281c6c6f7633,ORD00145,,EXCEPTION,missing_settlement,15329.02,,,1.0,No settlement record was found for this payment.
pay_217d65a0-c568-41cd-9563-f61600e85ece,ORD00146,SET_4f6b58c8-598d-4aec-aaaf-e5432434a678,MATCHED,none,1280.86,1280.86,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_295d6fbf-430f-401d-bad4-09e2a319dcb4,ORD00147,SET_a981b098-b2cf-452d-a7f3-33b3f7baf55e,MATCHED,none,16480.27,16480.27,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,ORD00148,SET_b576255e-9854-4f22-a102-f9c964575bc4,MATCHED,none,38689.0,38689.0,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_1ca3c448-0279-46a6-8f97-97b06d7ce3c9,ORD00149,SET_8f158449-4f40-422f-95b0-2530f020e992,MATCHED,none,25519.34,25519.34,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_b0e6a969-e213-42b0-b1ee-dba313432e61,ORD00150,SET_54170a17-caaa-4bbe-a4bb-f962606e0e1c,MATCHED,none,46967.93,46967.93,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_093923de-8bab-4e3b-a628-6bfbe767dcea,ORD00151,SET_b3ecb951-ab8c-4f97-a0b7-1785d02ce0c1,MATCHED,none,48522.99,48522.99,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_8d7248e2-951f-48d0-9e84-f058d5a804eb,ORD00152,SET_ff4625af-bd20-463b-b275-b5f3d436a7a8,MATCHED,none,48130.46,48130.46,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_0ab54bde-20a0-4502-ae06-809725e97977,ORD00153,"SET_59e1ac09-5970-4859-86b6-e4ade7ea8d5a, SET_17ec889c-86c1-46cb-a996-30f7af77520e",EXCEPTION,duplicate_settlement,5509.29,,,1.0,"Multiple settlements found: SET_59e1ac09-5970-4859-86b6-e4ade7ea8d5a, SET_17ec889c-86c1-46cb-a996-30f7af77520e"
pay_eededb07-e623-4689-9d59-cd2a4eea04e7,ORD00154,SET_822c4d32-6c64-4c15-aba3-01cba561e1e9,MATCHED,none,36454.4,36454.4,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_0a368ce7-dc57-4131-b8e1-daa7cbceabde,ORD00155,SET_4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,MATCHED,none,30349.82,30349.82,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_ae9bec36-35c7-436c-9b99-62c6e61fecc0,ORD00156,,EXCEPTION,missing_settlement,19321.25,,,1.0,No settlement record was found for this payment.
pay_5a8aaeca-1a50-4ec3-aabc-25fa3fe12e47,ORD00157,SET_31274148-7c7c-404e-8422-d03ef29a6339,MATCHED,none,12810.65,12810.65,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,ORD00158,,EXCEPTION,missing_settlement,26044.03,,,1.0,No settlement record was found for this payment.
pay_bfddc3d9-9ee3-4c2a-b94d-62046808593f,ORD00159,SET_c9c23e69-d82c-4565-8bb9-07ec13c11754,MATCHED,none,35999.56,35999.56,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_3c9ad14c-ee0c-4eb5-acfe-db992790cebd,ORD00160,SET_8a2e6a93-c558-4bb2-81f7-f3fb19e45c6a,MATCHED,none,21621.74,21621.74,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_ccc56569-f9e8-4369-a999-b735dd56cc94,ORD00161,,EXCEPTION,missing_settlement,15764.39,,,1.0,No settlement record was found for this payment.
pay_698c206f-e1a4-4e10-ad53-4dd0cf8ebc5a,ORD00162,SET_e05b46c5-5636-4094-a974-31db09a9d1c1,MATCHED,none,45012.34,45012.34,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_ecab3301-bc8f-4d29-adea-94930658663a,ORD00163,SET_98e52499-218c-4e1c-9e37-4f7ac42cbc39,MATCHED,none,33377.96,33377.96,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_696608aa-ee49-4329-884a-7b28550a1b46,ORD00164,,EXCEPTION,missing_settlement,34890.7,,,1.0,No settlement record was found for this payment.
pay_bc2cbb0d-dd33-4cc7-ab7f-089acd5f4822,ORD00165,,EXCEPTION,missing_settlement,9672.82,,,1.0,No settlement record was found for this payment.
pay_28c13091-444d-410b-bf87-e362cf8d446a,ORD00166,SET_b89f72f3-2a60-4652-a714-7668cf1d7d3a,EXCEPTION,settlement_delay,37431.91,37431.91,0.0,1.0,Settlement occurred 10 days after payment.
pay_61ee411a-1bac-47a7-b386-f7a4c991603f,ORD00167,,EXCEPTION,missing_settlement,28498.35,,,1.0,No settlement record was found for this payment.
pay_787f2425-dbcc-4477-89e9-db0adf465290,ORD00168,SET_f836f571-3cce-476c-b836-c448ad261ec5,MATCHED,none,41702.89,41702.89,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_eb1fa9f2-d10b-41d0-b317-347038f16a81,ORD00169,SET_c09cb506-48f1-496d-9c4f-fb4671b701aa,MATCHED,none,10588.12,10588.12,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_d20eac17-4e20-4d1a-9983-36e375d66ed4,ORD00170,SET_3be79df4-72ec-416e-88a7-23e9bfa016c2,MATCHED,none,32769.81,32769.81,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_39118497-3a43-42ba-9f0f-06cbcb9bc326,ORD00171,,EXCEPTION,missing_settlement,22163.77,,,1.0,No settlement record was found for this payment.
pay_6601ddd0-3170-4437-a8f7-ef5a060edf5b,ORD00172,SET_e76adca9-7811-4802-88cc-7cfecf01f944,MATCHED,none,23711.99,23711.99,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_11c58ef0-dd46-4c09-8752-87aa5408f9ac,ORD00173,SET_ada58417-5e2a-432d-b1ab-0b56d5c9fdc7,MATCHED,none,4331.3,4331.3,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_59e4b671-4774-4c58-85f8-bc16f7860b50,ORD00174,SET_70cafdd8-fc04-4f08-9207-0158f2771f63,MATCHED,none,31683.75,31683.75,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_adf4e62d-6651-429e-8268-690ba43825b5,ORD00175,SET_c7332304-4822-4120-84f9-eccd7630a8a7,MATCHED,none,40939.33,40939.33,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_54c63cd8-8945-4f27-97fa-2d8dfb2ca025,ORD00176,,EXCEPTION,missing_settlement,15589.93,,,1.0,No settlement record was found for this payment.
pay_e08596db-1d87-4966-8710-d430f071d879,ORD00177,SET_331f63fb-d11f-48c0-a97c-a4fff75d599f,MATCHED,none,1318.83,1318.83,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_94a1875d-2db6-4edb-82de-ffccf86c2ca2,ORD00178,SET_df7d0dd7-236e-4608-9acb-394acd1f5318,MATCHED,none,30602.57,30602.57,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_09cb3942-43f5-4a85-bbc9-f87af668a617,ORD00179,SET_7b07fd31-a424-4f23-8d5b-a7cd400035f0,MATCHED,none,20780.61,20780.61,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_587ef344-6f3f-420c-98b8-e4cc1bc044fc,ORD00180,SET_ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,MATCHED,none,35945.46,35945.46,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_6fb78271-504d-481f-8953-5b63ba81edd9,ORD00181,SET_8412a335-d88c-456d-b61e-5fdb1a435206,EXCEPTION,settlement_delay,20042.68,20042.68,0.0,1.0,Settlement occurred 10 days after payment.
pay_1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,ORD00182,SET_1578d709-48f9-43d0-9fea-e1e0d9e604b3,MATCHED,none,34412.36,34412.36,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_30a900ad-939b-462d-a645-f129629c2ae3,ORD00183,SET_73069588-45d5-468d-a90a-3abbc35b9fea,MATCHED,none,21314.8,21314.8,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_6fa17735-b572-43d0-8b5c-ea6a41357e8c,ORD00184,,EXCEPTION,missing_settlement,47902.51,,,1.0,No settlement record was found for this payment.
pay_ce777f00-ecf2-4e76-8519-7ff4006ed6e3,ORD00185,,EXCEPTION,missing_settlement,2605.9,,,1.0,No settlement record was found for this payment.
pay_f0b5156b-b82c-4074-afd5-dea589d7fd6c,ORD00186,SET_e27718c5-737d-4fb6-9113-76e038d77b9a,MATCHED,none,42431.98,42431.98,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_3270e4fa-abae-4f43-bcae-8081bdf070aa,ORD00187,SET_6a36af18-06d3-4b93-ae33-688d597e6845,MATCHED,none,40090.69,40090.69,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_f2e9702d-11e9-4daa-ae69-81a35d3d9e56,ORD00188,SET_5fbbf0b1-8083-49c8-a57e-01c90da23e5c,MATCHED,none,29813.07,29813.07,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_9f871ce7-5487-4d4f-abb7-a385aa0b7b14,ORD00189,SET_14e4180c-fe99-46a3-a2db-c8503c5bf3a7,MATCHED,none,40768.82,40768.82,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_1fe771d6-d917-4793-a9d3-c2e6505cc686,ORD00190,,EXCEPTION,missing_settlement,41545.4,,,1.0,No settlement record was found for this payment.
pay_81d2c7de-4ce1-4b90-a669-7833b841d0a0,ORD00191,SET_b6f6dbf1-d6d4-41cc-995d-82f8ee4a9b5d,MATCHED,none,44870.68,44870.68,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_5380b904-688c-4015-aab9-7e494f2d4796,ORD00192,"SET_25637cc3-ca97-4bf5-95d5-96afa663d2cd, SET_DUP_61935990-abdd-4a8f-a4b0-5c89f10bce9c",EXCEPTION,duplicate_settlement,13033.66,,,1.0,"Multiple settlements found: SET_25637cc3-ca97-4bf5-95d5-96afa663d2cd, SET_DUP_61935990-abdd-4a8f-a4b0-5c89f10bce9c"
pay_8dedf9fb-4bb0-4f20-b27c-40266703b636,ORD00193,"SET_a9e27ba9-952e-4abb-94dd-5061555736f8, SET_eada79a3-4970-4d9a-89ce-3cfb2339ba19",EXCEPTION,duplicate_settlement,31919.31,,,1.0,"Multiple settlements found: SET_a9e27ba9-952e-4abb-94dd-5061555736f8, SET_eada79a3-4970-4d9a-89ce-3cfb2339ba19"
pay_aa38d0a1-6ba2-4efe-b11c-6eb62095eef6,ORD00194,SET_d4c3a832-b231-460b-b8f2-ce6bd46b415d,MATCHED,none,31374.75,31374.75,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,ORD00195,SET_649f7d88-8989-45ab-be2b-34d82db0728d,EXCEPTION,amount_mismatch,3966.42,42379.01,-38412.59,1.0,Payment amount and settlement gross amount do not match.
pay_91b0e1d9-9d92-42af-ac8d-0e44e71e43a6,ORD00196,SET_e7e646c7-0158-4463-9d87-76a072d78bdd,MATCHED,none,13658.58,13658.58,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_d56f0350-8c45-4ce2-a7f4-8ad54d0b0d1a,ORD00197,SET_3735262d-4184-4b03-84dd-7054144823f7,MATCHED,none,27053.6,27053.6,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_35ce8841-4973-4d6c-8dca-bfb7001a9a8b,ORD00198,SET_f0b2a5d1-8c7e-4f42-a646-eaf9d5c0244d,MATCHED,none,11639.95,11639.95,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_9b4e2c24-9479-41e6-8927-7d9b6e0d2648,ORD00199,"SET_6c5a6c93-871c-4884-9bdf-90f2ba2c0f19, SET_DUP_b2414482-5198-44d8-8643-3603c92a7d7c",EXCEPTION,duplicate_settlement,10776.25,,,1.0,"Multiple settlements found: SET_6c5a6c93-871c-4884-9bdf-90f2ba2c0f19, SET_DUP_b2414482-5198-44d8-8643-3603c92a7d7c"
pay_7118e364-7709-4749-927e-ecfaa79ac9aa,ORD00200,SET_3cd5fd7f-49c1-4669-86b3-3fe61c76bdf6,MATCHED,none,16610.98,16610.98,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_82dc4c8e-36b5-429a-acf5-e81e71316269,ORD00201,SET_3d0a5f0c-0c39-4ec7-9f31-74054d183eba,MATCHED,none,3207.06,3207.06,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_f5b78cc7-e6b3-4944-8b32-3e357922bac2,ORD00202,"SET_9f708368-cb3c-48ca-a392-57316b79afcc, SET_DUP_4cc57e0d-2633-4018-a883-ac6e6a944054",EXCEPTION,duplicate_settlement,45251.44,,,1.0,"Multiple settlements found: SET_9f708368-cb3c-48ca-a392-57316b79afcc, SET_DUP_4cc57e0d-2633-4018-a883-ac6e6a944054"
pay_a8aa7158-2b70-4525-bc67-f831cbc84759,ORD00203,SET_d6312a80-1c61-4ec2-9014-2131750565f5,MATCHED,none,34806.6,34806.6,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_a9f25336-83f4-49a9-88a6-39d015b52908,ORD00204,,EXCEPTION,missing_settlement,23901.29,,,1.0,No settlement record was found for this payment.
pay_17e8392a-55ce-45db-9e87-e04ca2086977,ORD00205,SET_93364f7e-83ef-49f3-a1c7-cc8a04351b64,MATCHED,none,37698.41,37698.41,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_3c20592f-c04a-46c4-b3b6-3fe1d1843324,ORD00206,SET_4a90cd0c-24c1-43b9-b7f2-85723defa849,MATCHED,none,37401.03,37401.03,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_ce7ae7f6-3982-4cff-8f77-a665ac3c5640,ORD00207,SET_5a5226e6-9d64-4932-8066-853d6de299a1,MATCHED,none,30202.3,30202.3,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_0bd4a990-0640-4e0f-a5b8-fd4b32fa2de8,ORD00208,SET_2ff3cde4-6aa4-4c9f-9217-04753d959e3f,MATCHED,none,11049.14,11049.14,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_9c7c7377-79a2-4903-bbe3-3b243eae0032,ORD00209,SET_8603156a-15ea-4bcf-ab10-21ceaa143cd8,MATCHED,none,1548.34,1548.34,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_74962764-12a4-4ef0-84bb-b7a9d98868dd,ORD00210,SET_f4124360-1153-4e99-9c50-8720f982f4e0,MATCHED,none,33989.18,33989.18,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,ORD00211,,EXCEPTION,missing_settlement,8335.73,,,1.0,No settlement record was found for this payment.
pay_624c69b6-b244-45a7-b7e5-848131c681ec,ORD00212,,EXCEPTION,missing_settlement,6468.63,,,1.0,No settlement record was found for this payment.
pay_25c73c44-3e75-43b4-a64f-a6637e8f8095,ORD00213,SET_0b251279-785a-45d0-9f92-a62163f4c69d,MATCHED,none,1445.63,1445.63,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_e4855aa1-016b-4287-b008-05cca7f36ae9,ORD00214,,EXCEPTION,missing_settlement,28263.16,,,1.0,No settlement record was found for this payment.
pay_e2add909-c521-4f2d-9c45-d539c03f3538,ORD00215,SET_5b6a8102-0428-4378-bf50-23f440ef3935,MATCHED,none,32173.21,32173.21,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_3805f907-6cd6-4193-8746-8f591b494e15,ORD00216,SET_3dba6da8-5844-49fc-914b-9547c9dc72b8,MATCHED,none,23138.75,23138.75,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_b227462c-f53d-4330-8dda-24ba2d06e8cf,ORD00217,SET_1a89b71e-a0d5-42c8-a837-fe68bba205ca,MATCHED,none,19017.28,19017.28,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_8eb22579-0cdb-4ca4-b6ec-bdd68498e113,ORD00218,,EXCEPTION,missing_settlement,16409.61,,,1.0,No settlement record was found for this payment.
pay_1f115b76-d92c-4227-aadf-50853fcb7546,ORD00219,SET_5a304528-0b59-4562-a227-219f551ff086,EXCEPTION,settlement_delay,37625.29,37625.29,0.0,1.0,Settlement occurred 10 days after payment.
pay_76f2dbfe-cd29-436f-a222-82e174daaebf,ORD00220,SET_a48e40f1-d042-4dfa-96ab-087a8bc78e81,MATCHED,none,41762.05,41762.05,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_8f15ba58-fce6-4504-87f8-424daae65fc1,ORD00221,SET_af475b49-c775-4395-9494-05f02cd2a404,MATCHED,none,37476.31,37476.31,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_c1581092-f335-4ba3-913a-7052986f9025,ORD00222,SET_7a8104de-b205-47bb-bb16-f75776f186ab,MATCHED,none,17563.02,17563.02,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_d0a44432-9cd6-4852-b14c-7df4e4347d51,ORD00223,SET_2285b2ef-cfbe-4fe9-aea9-c542a1b970d0,MATCHED,none,47868.55,47868.55,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_6d3ee1dc-8139-4443-a45b-712eb8225688,ORD00224,SET_f1901b7e-c6b4-49ef-b74e-ba9310275b53,MATCHED,none,1648.4,1648.4,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_722764e6-8c41-461b-a827-a1b9d4a02e53,ORD00225,SET_339b77a8-4b1f-4d7b-8977-c513752a7d25,MATCHED,none,41977.52,41977.52,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_dc8aee30-be60-43f7-a8be-9288e5af6e39,ORD00226,SET_e2c328aa-3310-4475-8a86-22250b36e356,MATCHED,none,12003.39,12003.39,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_c074718e-425a-409f-b337-c59979844388,ORD00227,SET_4f612217-eef1-4694-90ca-e32d0aba590e,MATCHED,none,5808.03,5808.03,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_46fde062-a33d-47af-9701-410d3f4b1a70,ORD00228,SET_d0be73ee-fd37-4539-a5f2-02f983f02dc7,MATCHED,none,35003.3,35003.3,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_7c0e8cd8-8573-4793-8715-b2b9c40c5d91,ORD00229,SET_095ffa81-40d9-4bce-b930-ba208b040f49,MATCHED,none,30334.05,30334.05,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_709b7d97-464c-44af-bd3f-3799a07295e9,ORD00230,SET_493e904d-30ec-4796-a59b-457fc0d7ac73,EXCEPTION,settlement_delay,40983.13,40983.13,0.0,1.0,Settlement occurred 10 days after payment.
pay_3c07c574-4925-4af1-b6aa-e05b13d5f2f7,ORD00231,SET_0c3ce284-c7e5-4bbb-9cb5-1c535b62a8df,MATCHED,none,28976.37,28976.37,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_e49d681d-51d8-4c64-95fa-1ab8458f1f19,ORD00232,"SET_45f18619-54f9-4429-a7de-02ccdda4f4a7, SET_DUP_89b5aab0-c121-49db-af12-b150605fb1eb",EXCEPTION,duplicate_settlement,33899.63,,,1.0,"Multiple settlements found: SET_45f18619-54f9-4429-a7de-02ccdda4f4a7, SET_DUP_89b5aab0-c121-49db-af12-b150605fb1eb"
pay_269cd696-236c-4b87-94a0-bccb8a476a87,ORD00233,SET_6fdc0bad-5e36-4127-8ca1-b45c1fdd980a,EXCEPTION,settlement_delay,47079.38,47079.38,0.0,1.0,Settlement occurred 10 days after payment.
pay_271e3ee2-b1a6-41f1-a20e-99d33b33f3d8,ORD00234,SET_7092947d-be49-49ec-a667-d3bbe3b56360,MATCHED,none,29645.68,29645.68,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_6a34c854-1071-4d51-b6c5-9dacb4d7e28e,ORD00235,SET_56cb1ab0-62fb-46d7-b4db-ca07e506f670,MATCHED,none,34889.93,34889.93,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_7746d0ba-8ae8-405b-94b4-a48268586eba,ORD00236,"SET_b12b6680-7f07-4cb9-afd3-40c0f945f2fd, SET_0b531932-bd94-49aa-bea6-e5b20c760d28",EXCEPTION,duplicate_settlement,34244.53,,,1.0,"Multiple settlements found: SET_b12b6680-7f07-4cb9-afd3-40c0f945f2fd, SET_0b531932-bd94-49aa-bea6-e5b20c760d28"
pay_d5385b0e-34f3-493c-8ff0-a55c6a702e2f,ORD00237,"SET_38b77c07-80fb-4296-b3b6-a09b1beaf6ac, SET_cc1b4157-ec9f-4c54-9e0a-72ab7f5db163",EXCEPTION,duplicate_settlement,49193.83,,,1.0,"Multiple settlements found: SET_38b77c07-80fb-4296-b3b6-a09b1beaf6ac, SET_cc1b4157-ec9f-4c54-9e0a-72ab7f5db163"
pay_c51155ff-e7a3-4e81-a3b4-c08b6b8e869f,ORD00238,SET_15260718-cd18-4a82-8447-ceab84ef4324,MATCHED,none,26683.99,26683.99,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_05000bc6-b20d-4b6e-b231-1f1795863a76,ORD00239,,EXCEPTION,missing_settlement,25347.44,,,1.0,No settlement record was found for this payment.
pay_9360715f-c3fe-4183-a172-b725db52ca58,ORD00240,SET_2e326567-d284-454e-bebe-c0db9a3a6103,MATCHED,none,42493.82,42493.82,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_f1578470-0182-47c4-ba1b-58066160a6b4,ORD00241,,EXCEPTION,missing_settlement,21732.82,,,1.0,No settlement record was found for this payment.
pay_63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,ORD00242,SET_4baf0f5e-a932-4094-93f2-8f11147f6570,MATCHED,none,44589.59,44589.59,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
pay_d5f25073-f414-42b1-a442-9ebbda7b9095,ORD00243,SET_b7b8c1a5-9a45-493d-b227-890e4e76833a,MATCHED,none,7734.26,7734.26,0.0,1.0,"Payment, order, and settlement records successfully reconciled."
