order_id,invoice_id,customer_id,order_amount,order_date,currency,order_status
ORD00341,INV00341,CUST0063,22893.64,2026-02-26 04:09:39,INR,paid
ORD00342,INV00342,CUST0099,9611.46,2026-08-21 18:36:14,INR,paid
ORD00343,INV00343,CUST0131,37340.0,2026-02-23 00:20:59,INR,paid
ORD00344,INV00344,CUST0222,3583.52,2026-06-11 03:32:37,INR,paid
ORD00345,INV00345,CUST0088,46718.99,2026-07-17 04:27:29,INR,paid
ORD00346,INV00346,CUST0069,41045.42,2026-04-20 20:15:01,INR,paid
ORD00347,INV00347,CUST0186,14997.94,2026-08-16 22:39:21,INR,paid
ORD00348,INV00348,CUST0149,49945.23,2026-07-10 03:46:43,INR,paid
ORD00349,INV00349,CUST0222,7514.91,2026-07-29 03:56:05,INR,paid
ORD00350,INV00350,CUST0124,17321.68,2026-08-03 08:14:35,INR,paid
ORD00351,INV00351,CUST0196,27217.16,2026-06-26 20:07:09,INR,paid
ORD00352,INV00352,CUST0239,16156.69,2026-03-15 06:22:03,INR,paid
ORD00353,INV00353,CUST0179,12016.4,2026-05-29 17:32:49,INR,paid
ORD00354,INV00354,CUST0060,42815.05,2026-06-09 12:42:05,INR,paid
ORD00355,INV00355,CUST0012,15977.0,2026-07-03 16:27:29,INR,paid
ORD00356,INV00356,CUST0181,45680.17,2026-05-29 01:19:54,INR,paid
ORD00357,INV00357,CUST0099,49421.86,2026-03-01 01:43:27,INR,paid
ORD00358,INV00358,CUST0127,48244.74,2026-02-19 00:42:01,INR,paid
ORD00359,INV00359,CUST0129,48271.14,2026-05-09 22:24:53,INR,paid
ORD00360,INV00360,CUST0223,5108.19,2026-06-20 23:57:04,INR,paid
ORD00361,INV00361,CUST0026,26344.96,2026-06-27 10:52:42,INR,paid
ORD00362,INV00362,CUST0004,36149.95,2026-06-09 05:16:39,INR,paid
ORD00363,INV00363,CUST0223,32773.59,2026-03-01 22:45:03,INR,paid
ORD00364,INV00364,CUST0020,23527.58,2026-04-13 22:11:28,INR,paid
ORD00365,INV00365,CUST0087,31200.64,2026-06-04 08:48:47,INR,paid
ORD00366,INV00366,CUST0167,4107.73,2026-05-08 14:27:11,INR,paid
ORD00367,INV00367,CUST0219,33750.44,2026-07-27 05:43:13,INR,paid
ORD00368,INV00368,CUST0098,47711.57,2026-07-09 12:00:00,INR,paid
ORD00369,INV00369,CUST0224,27096.7,2026-08-28 19:08:21,INR,paid
ORD00370,INV00370,CUST0018,11815.04,2026-04-22 14:33:59,INR,paid
ORD00371,INV00371,CUST0059,37363.64,2026-06-18 12:54:26,INR,paid
ORD00372,INV00372,CUST0026,38042.45,2026-02-09 00:47:43,INR,paid
ORD00373,INV00373,CUST0114,8401.6,2026-04-27 07:13:34,INR,paid
ORD00374,INV00374,CUST0232,1544.47,2026-05-06 23:23:27,INR,paid
ORD00375,INV00375,CUST0204,2900.35,2026-05-20 05:07:13,INR,paid
ORD00376,INV00376,CUST0096,21591.27,2026-04-05 20:05:06,INR,paid
ORD00377,INV00377,CUST0136,20661.38,2026-03-11 22:15:06,INR,paid
ORD00378,INV00378,CUST0044,8835.96,2026-08-25 16:52:30,INR,paid
ORD00379,INV00379,CUST0223,19188.96,2026-04-04 12:41:46,INR,paid
ORD00380,INV00380,CUST0128,45650.17,2026-02-25 13:57:13,INR,paid
ORD00381,INV00381,CUST0060,23111.38,2026-04-09 15:14:25,INR,paid
ORD00382,INV00382,CUST0118,12840.8,2026-01-04 15:35:25,INR,paid
ORD00383,INV00383,CUST0231,40251.19,2026-04-22 16:55:17,INR,paid
ORD00384,INV00384,CUST0174,27375.25,2026-01-29 16:26:34,INR,paid
ORD00385,INV00385,CUST0114,47267.26,2026-08-17 04:33:54,INR,paid
ORD00386,INV00386,CUST0077,31983.04,2026-06-14 18:50:45,INR,paid
ORD00387,INV00387,CUST0177,12579.9,2026-04-28 07:58:41,INR,paid
ORD00388,INV00388,CUST0051,49968.74,2026-07-07 15:49:32,INR,paid
ORD00389,INV00389,CUST0028,11936.56,2026-08-11 02:42:21,INR,paid
ORD00390,INV00390,CUST0092,28783.12,2026-04-25 15:45:00,INR,paid
ORD00391,INV00391,CUST0006,48899.43,2026-06-03 17:10:36,INR,paid
ORD00392,INV00392,CUST0071,504.09,2026-01-20 01:07:31,INR,paid
ORD00393,INV00393,CUST0234,30359.68,2026-07-12 21:50:01,INR,paid
ORD00394,INV00394,CUST0214,45217.35,2026-04-22 03:31:22,INR,paid
ORD00395,INV00395,CUST0199,39963.12,2026-08-24 18:15:21,INR,paid
ORD00396,INV00396,CUST0206,17680.82,2026-03-15 20:09:30,INR,paid
ORD00397,INV00397,CUST0159,12606.28,2026-02-23 02:52:29,INR,paid
ORD00398,INV00398,CUST0161,4948.48,2026-01-16 07:26:42,INR,paid
ORD00399,INV00399,CUST0080,39451.66,2026-01-13 22:58:47,INR,paid
ORD00400,INV00400,CUST0149,18306.58,2026-02-21 00:50:48,INR,paid
ORD00401,INV00401,CUST0024,45490.43,2026-05-07 21:14:34,INR,paid
ORD00402,INV00402,CUST0192,20833.6,2026-03-19 23:32:35,INR,paid
ORD00403,INV00403,CUST0034,39346.99,2026-05-23 02:02:21,INR,paid
ORD00404,INV00404,CUST0136,25139.56,2026-04-16 20:08:20,INR,paid
ORD00405,INV00405,CUST0213,8310.77,2026-07-07 03:08:50,INR,paid
ORD00406,INV00406,CUST0248,40343.78,2026-05-12 13:03:17,INR,paid
ORD00407,INV00407,CUST0206,5846.97,2026-01-30 05:50:27,INR,paid
ORD00408,INV00408,CUST0037,37732.16,2026-03-29 14:52:52,INR,paid
ORD00409,INV00409,CUST0221,33848.55,2026-06-04 08:08:36,INR,paid
ORD00410,INV00410,CUST0248,42302.65,2026-08-05 10:31:48,INR,paid
ORD00411,INV00411,CUST0094,4606.11,2026-06-03 05:42:05,INR,paid
ORD00412,INV00412,CUST0004,13296.48,2026-02-17 23:55:49,INR,paid
ORD00413,INV00413,CUST0117,18492.42,2026-04-12 19:31:17,INR,paid
ORD00414,INV00414,CUST0150,19113.17,2026-05-25 06:23:07,INR,paid
ORD00415,INV00415,CUST0028,33774.34,2026-07-03 02:28:58,INR,paid
ORD00416,INV00416,CUST0007,31015.39,2026-08-07 00:41:45,INR,paid
ORD00417,INV00417,CUST0084,45771.27,2026-03-27 23:17:30,INR,paid
ORD00418,INV00418,CUST0166,3254.53,2026-06-30 07:17:13,INR,paid
ORD00419,INV00419,CUST0233,35083.75,2026-06-08 13:35:35,INR,paid
ORD00420,INV00420,CUST0030,7074.87,2026-01-15 10:50:31,INR,paid
ORD00421,INV00421,CUST0078,49796.78,2026-02-15 02:19:16,INR,paid
ORD00422,INV00422,CUST0025,11816.52,2026-07-28 18:17:51,INR,paid
ORD00423,INV00423,CUST0035,19493.43,2026-05-25 02:04:40,INR,paid
ORD00424,INV00424,CUST0172,47474.1,2026-07-29 18:57:32,INR,paid
ORD00425,INV00425,CUST0108,29408.28,2026-03-02 00:15:28,INR,paid
ORD00426,INV00426,CUST0227,20802.74,2026-02-08 10:56:54,INR,paid
ORD00427,INV00427,CUST0214,24518.42,2026-06-08 11:54:56,INR,paid
ORD00428,INV00428,CUST0241,47580.92,2026-01-13 16:56:16,INR,paid
ORD00429,INV00429,CUST0177,18589.44,2026-06-22 04:37:47,INR,paid
ORD00430,INV00430,CUST0114,47532.7,2026-05-21 20:28:44,INR,paid
ORD00431,INV00431,CUST0026,49048.29,2026-05-23 15:48:35,INR,paid
ORD00432,INV00432,CUST0140,45094.64,2026-05-20 07:04:57,INR,paid
ORD00433,INV00433,CUST0016,19967.17,2026-03-15 17:08:38,INR,paid
ORD00434,INV00434,CUST0248,6195.77,2026-06-26 14:16:23,INR,paid
ORD00435,INV00435,CUST0024,33172.16,2026-08-20 21:48:13,INR,paid
ORD00436,INV00436,CUST0249,1165.74,2026-05-10 12:31:50,INR,paid
ORD00437,INV00437,CUST0063,49442.16,2026-08-08 06:14:53,INR,paid
ORD00438,INV00438,CUST0053,3523.65,2026-08-04 05:35:27,INR,paid
ORD00439,INV00439,CUST0054,29360.52,2026-04-01 11:42:18,INR,paid
ORD00440,INV00440,CUST0085,38740.99,2026-08-20 10:57:05,INR,paid
ORD00441,INV00441,CUST0001,13936.01,2026-02-26 04:35:22,INR,paid
ORD00442,INV00442,CUST0034,27056.75,2026-03-09 18:25:51,INR,paid
ORD00443,INV00443,CUST0029,33086.78,2026-01-11 00:17:18,INR,paid
ORD00444,INV00444,CUST0034,841.53,2026-04-03 09:40:59,INR,paid
ORD00445,INV00445,CUST0151,16256.2,2026-03-09 16:05:32,INR,paid
ORD00446,INV00446,CUST0068,2714.71,2026-06-13 11:38:12,INR,paid
ORD00447,INV00447,CUST0135,5771.1,2026-01-25 16:24:13,INR,paid
ORD00448,INV00448,CUST0122,22468.93,2026-05-21 14:26:52,INR,paid
ORD00449,INV00449,CUST0132,29723.93,2026-06-25 12:59:45,INR,paid
ORD00450,INV00450,CUST0129,11155.33,2026-08-27 21:12:40,INR,paid
ORD00451,INV00451,CUST0012,36389.43,2026-07-22 12:16:39,INR,paid
ORD00452,INV00452,CUST0078,22956.32,2026-01-13 02:20:42,INR,paid
ORD00453,INV00453,CUST0016,49929.48,2026-06-05 23:20:38,INR,paid
ORD00454,INV00454,CUST0110,34336.27,2026-07-10 09:38:12,INR,paid
ORD00455,INV00455,CUST0183,45494.07,2026-01-29 12:58:59,INR,paid
ORD00456,INV00456,CUST0231,4131.44,2026-08-25 05:44:34,INR,paid
ORD00457,INV00457,CUST0038,3377.54,2026-04-17 19:20:05,INR,paid
ORD00458,INV00458,CUST0160,31690.53,2026-08-01 23:03:08,INR,paid
ORD00459,INV00459,CUST0183,16326.75,2026-08-21 00:05:44,INR,paid
ORD00460,INV00460,CUST0136,14815.4,2026-07-16 08:04:39,INR,paid
ORD00461,INV00461,CUST0155,21566.95,2026-02-14 10:24:59,INR,paid
ORD00462,INV00462,CUST0219,32770.18,2026-08-03 02:49:00,INR,paid
ORD00463,INV00463,CUST0185,43288.07,2026-06-17 00:32:32,INR,paid
ORD00464,INV00464,CUST0116,44415.74,2026-06-10 17:01:19,INR,paid
ORD00465,INV00465,CUST0087,41388.22,2026-06-04 20:26:04,INR,paid
ORD00466,INV00466,CUST0107,36507.66,2026-05-02 09:09:42,INR,paid
ORD00467,INV00467,CUST0110,15694.93,2026-04-09 23:44:42,INR,paid
ORD00468,INV00468,CUST0096,47684.27,2026-07-04 04:29:49,INR,paid
ORD00469,INV00469,CUST0018,4652.12,2026-02-03 03:39:12,INR,paid
ORD00470,INV00470,CUST0024,21650.64,2026-05-25 17:19:13,INR,paid
ORD00471,INV00471,CUST0208,6592.76,2026-01-24 07:03:47,INR,paid
ORD00472,INV00472,CUST0151,47835.57,2026-08-07 03:16:06,INR,paid
ORD00473,INV00473,CUST0085,33533.66,2026-06-09 13:00:50,INR,paid
ORD00474,INV00474,CUST0091,43693.01,2026-06-14 06:03:25,INR,paid
ORD00475,INV00475,CUST0223,45800.6,2026-01-20 23:30:43,INR,paid
ORD00476,INV00476,CUST0248,14452.71,2026-05-02 08:14:05,INR,paid
ORD00477,INV00477,CUST0091,5269.67,2026-07-17 01:25:39,INR,paid
ORD00478,INV00478,CUST0055,7821.04,2026-07-07 06:19:51,INR,paid
ORD00479,INV00479,CUST0058,42379.01,2026-05-16 23:17:56,INR,paid
ORD00480,INV00480,CUST0217,27857.65,2026-02-14 14:48:31,INR,paid
ORD00481,INV00481,CUST0196,14000.55,2026-03-29 19:57:19,INR,paid
ORD00482,INV00482,CUST0207,21512.71,2026-08-06 20:34:45,INR,paid
ORD00483,INV00483,CUST0250,38394.88,2026-08-30 10:53:09,INR,paid
ORD00484,INV00484,CUST0158,33781.34,2026-08-05 05:11:26,INR,paid
ORD00485,INV00485,CUST0007,30488.85,2026-04-14 20:47:36,INR,paid
ORD00486,INV00486,CUST0008,9102.76,2026-04-30 23:56:45,INR,paid
ORD00487,INV00487,CUST0236,17057.25,2026-01-03 08:54:36,INR,paid
ORD00488,INV00488,CUST0047,43506.15,2026-08-08 22:29:42,INR,paid
ORD00489,INV00489,CUST0169,20099.14,2026-02-25 02:22:03,INR,paid
ORD00490,INV00490,CUST0190,31695.28,2026-01-12 21:44:41,INR,paid
ORD00491,INV00491,CUST0024,37330.98,2026-03-25 13:11:01,INR,paid
ORD00492,INV00492,CUST0097,21049.64,2026-05-13 09:22:51,INR,paid
ORD00493,INV00493,CUST0041,18565.65,2026-05-06 23:28:03,INR,paid
ORD00494,INV00494,CUST0199,47076.23,2026-08-20 13:12:30,INR,paid
ORD00495,INV00495,CUST0022,44178.78,2026-03-02 10:06:35,INR,paid
ORD00496,INV00496,CUST0041,37746.35,2026-01-20 07:49:12,INR,paid
ORD00497,INV00497,CUST0173,4170.92,2026-06-22 02:06:44,INR,paid
ORD00498,INV00498,CUST0170,21258.34,2026-08-24 18:21:30,INR,paid
ORD00499,INV00499,CUST0114,20767.77,2026-03-25 17:14:54,INR,paid
ORD00500,INV00500,CUST0194,25666.08,2026-05-15 01:14:39,INR,paid
